species,Longitude,Latitude
Ae.albopictus,1.721401,41.283298
Ae.albopictus,2.355586,41.646028
Ae.albopictus,1.624851,41.533946
Ae.albopictus,-0.989974,37.639024
Ae.albopictus,2.888396,41.879581
Ae.albopictus,3.09799,42.247588
Ae.albopictus,1.853585,41.638751
Ae.albopictus,1.968413,41.482955
Ae.albopictus,1.677656,41.669716
Ae.albopictus,1.827426,41.677366
Ae.albopictus,-0.044826,39.998004
Ae.albopictus,1.818228,41.832759
Ae.albopictus,1.704234,41.596281
Ae.albopictus,3.046815,41.821375
Ae.albopictus,2.103266,41.75169
Ae.albopictus,1.604146,41.334286
Ae.albopictus,1.917436,41.448046
Ae.albopictus,1.307192,41.178139
Ae.albopictus,2.600403,41.971141
Ae.albopictus,2.87814,42.017931
Ae.albopictus,2.222201,41.785438
Ae.albopictus,2.123012,41.480667
Ae.albopictus,1.942355,41.392809
Ae.albopictus,2.337938,41.702663
Ae.albopictus,1.827808,41.572747
Ae.albopictus,1.192121,41.161282
Ae.albopictus,1.930681,41.424415
Ae.albopictus,2.07671,41.355352
Ae.albopictus,0.118545,40.323834
Ae.albopictus,2.982083,41.923693
Ae.albopictus,-0.259396,39.163059
Ae.albopictus,1.630495,41.209652
Ae.albopictus,2.829351,42.363763
Ae.albopictus,-0.735137,38.105905
Ae.albopictus,0.742759,40.73569
Ae.albopictus,0.07975,38.823729
Ae.albopictus,-0.754899,38.13875
Ae.albopictus,2.440008,41.604354
Ae.albopictus,0.92534,41.159892
Ae.albopictus,-0.664823,38.247114
Ae.albopictus,3.122945,42.121963
Ae.albopictus,1.104407,41.421066
Ae.albopictus,1.618191,41.72977
Ae.albopictus,2.586682,39.662822
Ae.albopictus,2.272601,41.717161
Ae.albopictus,2.972401,42.270537
Ae.albopictus,1.255098,41.358441
Ae.albopictus,2.439508,41.753737
Ae.albopictus,1.712812,41.764915
Ae.albopictus,1.644291,41.42199
Ae.albopictus,3.086105,41.93877
Ae.albopictus,2.265068,41.781366
Ae.albopictus,2.812138,41.92793
Ae.albopictus,2.313027,41.649057
Ae.albopictus,-1.213919,37.732263
Ae.albopictus,2.114572,41.694222
Ae.albopictus,-0.215573,38.984251
Ae.albopictus,2.282034,41.690065
Ae.albopictus,-1.831455,37.187485
Ae.albopictus,1.859375,41.434963
Ae.albopictus,1.424301,41.363007
Ae.albopictus,2.835756,41.984626
Ae.albopictus,-0.426997,39.535905
Ae.albopictus,2.279258,41.593398
Ae.albopictus,2.504665,41.73734
Ae.albopictus,-3.391718,36.737956
Ae.albopictus,-0.668998,38.080995
Ae.albopictus,-1.5901,37.467957
Ae.albopictus,2.111956,41.357916
Ae.albopictus,1.79558,41.542554
Ae.albopictus,2.630837,41.741018
Ae.albopictus,2.772519,41.928256
Ae.albopictus,1.614704,41.585939
Ae.albopictus,-1.784523,43.318746
Ae.albopictus,-0.851581,38.04782
Ae.albopictus,2.903792,42.439669
Ae.albopictus,0.163426,38.767592
Ae.albopictus,1.539074,41.469306
Ae.albopictus,2.203436,41.51415
Ae.albopictus,2.908396,41.815109
Ae.albopictus,2.869311,41.922563
Ae.albopictus,1.492861,41.242038
Ae.albopictus,2.22514,41.611531
Ae.albopictus,2.408202,41.635556
Ae.albopictus,2.834837,41.722239
Ae.albopictus,2.851251,39.4501
Ae.albopictus,1.825908,41.720607
Ae.albopictus,0.231457,40.295709
Ae.albopictus,1.802957,41.629083
Ae.albopictus,2.728557,39.623723
Ae.albopictus,1.917978,41.478965
Ae.albopictus,1.430351,41.263285
Ae.albopictus,2.31845,41.48277
Ae.albopictus,1.807198,41.500093
Ae.albopictus,2.649273,41.775215
Ae.albopictus,0.520489,40.573524
Ae.albopictus,2.012484,41.628692
Ae.albopictus,2.446935,41.554326
Ae.albopictus,-1.352241,37.620912
Ae.albopictus,1.632489,41.481009
Ae.albopictus,2.632053,42.122043
Ae.albopictus,1.206333,41.251735
Ae.albopictus,-1.199301,38.122899
Ae.albopictus,2.034529,41.420559
Ae.albopictus,2.020884,41.757484
Ae.albopictus,-1.231953,37.971816
Ae.albopictus,1.842387,41.609372
Ae.albopictus,1.154794,41.361297
Ae.albopictus,1.00173,41.117758
Ae.albopictus,-0.771912,38.029249
Ae.albopictus,1.386557,41.259761
Ae.albopictus,2.28049,41.470896
Ae.albopictus,1.487258,41.331611
Ae.albopictus,2.265851,41.544825
Ae.albopictus,-0.216002,40.065823
Ae.albopictus,0.956211,41.056513
Ae.albopictus,-1.107195,37.921525
Ae.albopictus,1.910694,41.754706
Ae.albopictus,1.771539,41.888489
Ae.albopictus,-0.15919,39.852769
Ae.albopictus,1.290134,41.252572
Ae.albopictus,1.852628,41.353374
Ae.albopictus,1.167495,41.265545
Ae.albopictus,1.901881,41.553745
Ae.albopictus,-0.104127,38.896828
Ae.albopictus,1.812057,41.299326
Ae.albopictus,2.494295,42.176887
Ae.albopictus,1.724763,41.319165
Ae.albopictus,0.01506,38.827039
Ae.albopictus,-0.909479,38.067294
Ae.albopictus,0.122782,40.091839
Ae.albopictus,1.578017,41.524171
Ae.albopictus,1.666459,41.360233
Ae.albopictus,-0.865745,37.743326
Ae.albopictus,-0.412393,39.425833
Ae.albopictus,2.73028,41.671408
Ae.albopictus,3.169558,41.913615
Ae.albopictus,1.260207,41.168188
Ae.albopictus,2.699995,39.583433
Ae.albopictus,3.169135,41.982672
Ae.albopictus,0.6114,40.748401
Ae.albopictus,2.232529,41.567096
Ae.albopictus,0.355269,40.3567
Ae.albopictus,1.24106,41.189163
Ae.albopictus,1.750368,41.511077
Ae.albopictus,-0.829353,37.899746
Ae.albopictus,1.311559,41.34687
Ae.albopictus,1.721549,41.414842
Ae.albopictus,1.050445,41.208298
Ae.albopictus,1.681528,41.558253
Ae.albopictus,-0.31048,39.572901
Ae.albopictus,1.405289,41.183153
Ae.albopictus,-0.001368,40.103522
Ae.albopictus,2.152474,41.557998
Ae.albopictus,-3.301236,36.776992
Ae.albopictus,1.907593,41.704109
Ae.albopictus,1.512483,41.412941
Ae.albopictus,2.730469,42.122
Ae.albopictus,2.291973,41.499296
Ae.albopictus,0.881593,41.054326
Ae.albopictus,2.529009,39.626775
Ae.albopictus,-1.7283,37.399859
Ae.albopictus,2.887379,41.953068
Ae.albopictus,1.713074,41.720971
Ae.albopictus,0.961466,41.205087
Ae.albopictus,-0.203397,38.947808
Ae.albopictus,1.919024,41.643482
Ae.albopictus,1.315997,41.217917
Ae.albopictus,1.120668,41.148675
Ae.albopictus,1.171782,41.306785
Ae.albopictus,2.521201,41.761388
Ae.albopictus,1.356161,41.163691
Ae.albopictus,2.154017,41.499654
Ae.albopictus,2.672201,41.821761
Ae.albopictus,0.958396,41.135556
Ae.albopictus,2.903839,39.564927
Ae.albopictus,0.964906,41.173587
Ae.albopictus,2.796387,41.893245
Ae.albopictus,1.058328,41.136159
Ae.albopictus,2.335107,41.596143
Ae.albopictus,1.461516,41.186331
Ae.albopictus,-0.71891,38.073983
Ae.albopictus,0.402021,40.788009
Ae.albopictus,3.200132,42.271288
Ae.albopictus,-0.786812,38.064021
Ae.albopictus,2.351595,41.555058
Ae.albopictus,1.581487,41.652907
Ae.albopictus,2.102014,41.555264
Ae.albopictus,-0.278932,39.690616
Ae.albopictus,1.906509,41.832259
Ae.albopictus,1.373814,41.234181
Ae.albopictus,2.784848,41.973522
Ae.albopictus,-0.693072,38.125624
Ae.albopictus,-1.387477,37.82264
Ae.albopictus,-0.846429,37.817719
Ae.albopictus,-0.789176,37.833272
Ae.albopictus,2.82382,41.869513
Ae.albopictus,1.358583,38.996346
Ae.albopictus,2.395408,41.660799
Ae.albopictus,2.042396,41.334427
Ae.albopictus,0.627124,40.604468
Ae.albopictus,2.540498,41.688922
Ae.albopictus,2.42166,41.713996
Ae.albopictus,1.87676,41.486584
Ae.albopictus,2.587193,41.781261
Ae.albopictus,2.161611,41.698683
Ae.albopictus,3.011307,41.783193
Ae.albopictus,1.30716,41.297553
Ae.albopictus,1.872404,41.755768
Ae.albopictus,2.748171,42.001186
Ae.albopictus,2.56819,41.639309
Ae.albopictus,1.556893,41.308879
Ae.albopictus,0.786465,40.692609
Ae.albopictus,-0.428943,38.404505
Ae.albopictus,2.938632,42.045987
Ae.albopictus,-0.126604,40.068543
Ae.albopictus,-0.537706,38.382484
Ae.albopictus,1.797672,41.763365
Ae.albopictus,2.848718,42.04545
Ae.albopictus,2.650633,41.975733
Ae.albopictus,2.079313,41.39255
Ae.albopictus,1.835337,41.47079
Ae.albopictus,2.05438,41.682955
Ae.albopictus,1.501541,41.552348
Ae.albopictus,1.620295,41.374426
Ae.albopictus,2.928117,42.005529
Ae.albopictus,-0.067904,39.951205
Ae.albopictus,2.386615,41.711416
Ae.albopictus,1.665842,41.452699
Ae.albopictus,2.070332,41.525116
Ae.albopictus,2.185153,41.726157
Ae.albopictus,1.787643,41.438677
Ae.albopictus,1.877272,41.669113
Ae.albopictus,2.508476,41.581285
Ae.albopictus,1.100792,41.199617
Ae.albopictus,2.625782,41.868549
Ae.albopictus,2.206082,41.457739
Ae.albopictus,2.98198,41.82743
Ae.albopictus,2.222151,41.646936
Ae.albopictus,1.720576,41.38871
Ae.albopictus,2.772054,39.664177
Ae.albopictus,1.576918,41.560624
Ae.albopictus,1.664464,41.311512
Ae.albopictus,2.453966,41.684215
Ae.albopictus,2.049241,41.869412
Ae.albopictus,1.53906,41.249073
Ae.albopictus,-0.577622,38.203374
Ae.albopictus,2.696479,41.6497
Ae.albopictus,1.836237,41.783628
Ae.albopictus,2.812674,42.013378
Ae.albopictus,1.276202,41.209337
Ae.albopictus,-0.04742,38.62535
Ae.albopictus,1.134818,41.211452
Ae.albopictus,2.130899,41.613189
Ae.albopictus,2.739644,41.827787
Ae.albopictus,1.860165,41.255969
Ae.albopictus,1.76413,41.834834
Ae.albopictus,1.80454,41.39818
Ae.albopictus,-0.308359,39.240244
Ae.albopictus,2.301476,41.756063
Ae.albopictus,1.952387,41.731877
Ae.albopictus,-0.450791,39.136928
Ae.albopictus,-0.254431,39.080421
Ae.albopictus,2.008389,41.57528
Ae.albopictus,0.114867,38.711855
Ae.albopictus,0.733871,41.018565
Ae.albopictus,2.686408,41.692909
Ae.albopictus,1.659253,41.523634
Ae.albopictus,0.201749,40.209733
Ae.albopictus,1.4084,41.151263
Ae.albopictus,2.602383,42.010843
Ae.albopictus,1.723312,41.440692
Ae.albopictus,1.570391,41.409356
Ae.albopictus,1.971634,41.354484
Ae.albopictus,-0.966834,37.777407
Ae.albopictus,-1.268218,38.021003
Ae.albopictus,-0.704949,38.000422
Ae.albopictus,3.161088,42.057154
Ae.albopictus,0.53285,40.819854
Ae.albopictus,2.915495,41.741868
Ae.albopictus,0.775659,40.907536
Ae.albopictus,1.917913,41.603946
Ae.albopictus,-0.359261,39.419893
Ae.albopictus,-0.029363,40.182098
Ae.albopictus,1.708985,41.527751
Ae.albopictus,2.497101,41.64664
Ae.albopictus,1.917225,41.373744
Ae.albopictus,3.12464,41.886093
Ae.albopictus,1.252585,41.246074
Ae.albopictus,2.299269,41.526847
Ae.albopictus,1.239337,41.301639
Ae.albopictus,2.256311,41.663455
Ae.albopictus,0.844014,40.995616
Ae.albopictus,1.520323,41.205153
Ae.albopictus,1.361788,41.202923
Ae.albopictus,2.23677,41.922397
Ae.albopictus,2.812359,41.77442
Ae.albopictus,1.329297,41.245389
Ae.albopictus,1.951805,41.557792
Ae.albopictus,-0.070865,40.121798
Ae.albopictus,0.690789,40.812248
Ae.albopictus,2.945517,42.249555
Ae.albopictus,1.701032,41.347512
Ae.albopictus,2.463285,41.640353
Ae.albopictus,1.196087,41.211702
Ae.albopictus,2.972981,42.221937
Ae.albopictus,0.090411,40.239501
Ae.albopictus,1.63471,41.561559
Ae.albopictus,2.306989,41.554953
Ae.albopictus,0.930501,41.105681
Ae.albopictus,1.705166,41.237033
Ae.albopictus,0.638808,40.676138
Ae.albopictus,1.035654,41.249614
Ae.albopictus,-0.128859,39.933182
Ae.albopictus,1.368458,41.308391
Ae.albopictus,1.144414,41.101681
Ae.albopictus,2.348173,41.524093
Ae.albopictus,1.164522,41.334346
Ae.albopictus,-0.251684,38.521072
Ae.albopictus,1.66627,41.385715
Ae.albopictus,2.73952,41.891644
Ae.albopictus,2.402644,39.582004
Ae.albopictus,1.04652,41.375473
Ae.albopictus,0.435262,40.510401
Ae.albopictus,1.055105,41.099045
Ae.albopictus,2.638175,41.944121
Ae.albopictus,1.607024,41.273169
Ae.albopictus,2.547614,41.583489
Ae.albopictus,2.529958,41.610263
Ae.albopictus,1.956981,41.796114
Ae.albopictus,1.97697,41.86028
Ae.albopictus,1.783357,41.35225
Ae.albopictus,2.115198,41.507737
Ae.albopictus,1.865776,41.866273
Ae.albopictus,2.527221,39.681307
Ae.albopictus,1.559831,41.270712
Ae.albopictus,2.771407,42.122071
Ae.albopictus,2.151086,41.399271
Ae.albopictus,1.901535,41.3186
Ae.albopictus,3.200191,41.948093
Ae.albopictus,1.567916,41.234294
Ae.albopictus,-0.831873,38.073647
Ae.albopictus,0.402716,40.443613
Ae.albopictus,0.041559,40.056556
Ae.albopictus,-0.128995,38.554915
Ae.albopictus,-0.992249,38.026786
Ae.albopictus,0.057528,40.207837
Ae.albopictus,1.847919,42.100634
Ae.albopictus,2.699041,42.201618
Ae.albopictus,2.717004,41.953081
Ae.albopictus,2.20536,41.681859
Ae.albopictus,1.481568,41.280525
Ae.albopictus,1.436366,41.224977
Ae.albopictus,1.017627,41.178157
Ae.albopictus,-0.074567,39.889779
Ae.albopictus,-0.070151,40.050544
Ae.albopictus,1.004268,41.146357
Ae.albopictus,2.556655,41.753395
Ae.albopictus,1.341873,41.277165
Ae.albopictus,1.763871,41.609997
Ae.albopictus,2.672359,41.912174
Ae.albopictus,2.712512,39.707632
Ae.albopictus,0.093777,40.144253
Ae.albopictus,1.300474,41.395413
Ae.albopictus,1.710771,41.488847
Ae.albopictus,2.401435,41.525799
Ae.albopictus,1.589922,41.208823
Ae.albopictus,1.970394,41.772607
Ae.albopictus,-1.759894,43.343657
Ae.albopictus,-4.587416,36.642267
Ae.albopictus,-4.55214,36.660033
Ae.albopictus,19.77,42.25
Ae.albopictus,20.38,42.19
Ae.albopictus,19.86,41.79
Ae.albopictus,20.19,41.61
Ae.albopictus,19.53,41.42
Ae.albopictus,19.84,41.25
Ae.albopictus,20.14,41.05
Ae.albopictus,19.6,40.74
Ae.albopictus,20.09,40.61
Ae.albopictus,20.18,40.16
Ae.albopictus,19.79,40.15
Ae.albopictus,19.73,41.68
Ae.albopictus,19.45,41.33
Ae.albopictus,19.83,41.33
Ae.albopictus,19.79,41
Ae.albopictus,20.79,40.62
Ae.albopictus,16.26,47.14
Ae.albopictus,4.12,51.21
Ae.albopictus,16.99,44.67
Ae.albopictus,27.31,42.45
Ae.albopictus,16.01,45.79
Ae.albopictus,13.86,45.14
Ae.albopictus,14.68,45.06
Ae.albopictus,15.4,44.18
Ae.albopictus,15.87,43.85
Ae.albopictus,18.03,42.72
Ae.albopictus,15.9,45.79
Ae.albopictus,16.59,49.12
Ae.albopictus,-0.36,49.09
Ae.albopictus,2.1,49.08
Ae.albopictus,2.98,48.62
Ae.albopictus,0.06,48.58
Ae.albopictus,5.73,46.78
Ae.albopictus,4.54,46.66
Ae.albopictus,0.55,46.61
Ae.albopictus,5.45,46.06
Ae.albopictus,6.43,46.05
Ae.albopictus,4.7,45.88
Ae.albopictus,6.4,45.5
Ae.albopictus,5.55,45.29
Ae.albopictus,-0.47,44.88
Ae.albopictus,4.37,44.82
Ae.albopictus,5.24,44.73
Ae.albopictus,0.47,44.37
Ae.albopictus,2.65,44.32
Ae.albopictus,6.23,44.16
Ae.albopictus,5.2,44.05
Ae.albopictus,4.05,43.96
Ae.albopictus,3.37,43.59
Ae.albopictus,5.02,43.54
Ae.albopictus,6.29,43.4
Ae.albopictus,1.24,43.3
Ae.albopictus,-0.88,43.19
Ae.albopictus,2.47,43.05
Ae.albopictus,2.45,42.62
Ae.albopictus,9.07,42.42
Ae.albopictus,8.97,41.86
Ae.albopictus,0.48,46.76
Ae.albopictus,5.19,45.91
Ae.albopictus,4.83,45.74
Ae.albopictus,6.44,45.48
Ae.albopictus,11.97,47.87
Ae.albopictus,7.77,47.71
Ae.albopictus,24.2,41.27
Ae.albopictus,23.49,41.08
Ae.albopictus,22.75,41.07
Ae.albopictus,22.17,40.9
Ae.albopictus,23.13,40.68
Ae.albopictus,23.7,40.27
Ae.albopictus,22.39,40.25
Ae.albopictus,19.88,39.59
Ae.albopictus,20.35,39.54
Ae.albopictus,21.37,38.74
Ae.albopictus,21.87,38.06
Ae.albopictus,23.6,38
Ae.albopictus,22.7,37.92
Ae.albopictus,20.81,37.79
Ae.albopictus,21.55,37.74
Ae.albopictus,22.39,37.43
Ae.albopictus,21.97,37.09
Ae.albopictus,11.78,45.08
Ae.albopictus,11.88,45.07
Ae.albopictus,11.27,44.48
Ae.albopictus,11.42,44.47
Ae.albopictus,8.93,44.42
Ae.albopictus,8.97,44.42
Ae.albopictus,9.01,44.39
Ae.albopictus,9.16,44.35
Ae.albopictus,12.25,44.26
Ae.albopictus,10.8,43.74
Ae.albopictus,10.61,43.71
Ae.albopictus,11.12,43.68
Ae.albopictus,11.79,42.09
Ae.albopictus,9.94,46.32
Ae.albopictus,12.21,46.28
Ae.albopictus,13.11,46.15
Ae.albopictus,8.3,46.12
Ae.albopictus,12.66,46.1
Ae.albopictus,11.21,46.1
Ae.albopictus,9.17,45.94
Ae.albopictus,9.39,45.9
Ae.albopictus,13.45,45.86
Ae.albopictus,12.21,45.81
Ae.albopictus,10.34,45.78
Ae.albopictus,9.85,45.76
Ae.albopictus,13.75,45.69
Ae.albopictus,11.49,45.63
Ae.albopictus,12.54,45.58
Ae.albopictus,8.58,45.58
Ae.albopictus,8.11,45.57
Ae.albopictus,8.35,45.55
Ae.albopictus,9.13,45.45
Ae.albopictus,11.06,45.44
Ae.albopictus,11.8,45.39
Ae.albopictus,9.61,45.26
Ae.albopictus,10.02,45.22
Ae.albopictus,10.87,45.17
Ae.albopictus,7.39,45.16
Ae.albopictus,9.02,45.04
Ae.albopictus,11.86,44.98
Ae.albopictus,9.64,44.85
Ae.albopictus,8.66,44.84
Ae.albopictus,8.2,44.83
Ae.albopictus,11.82,44.77
Ae.albopictus,7.56,44.46
Ae.albopictus,9.07,44.45
Ae.albopictus,11.32,44.43
Ae.albopictus,11.95,44.36
Ae.albopictus,8.32,44.23
Ae.albopictus,9.77,44.23
Ae.albopictus,9.97,44.22
Ae.albopictus,12.05,44.04
Ae.albopictus,10.44,44.02
Ae.albopictus,12.54,43.99
Ae.albopictus,10.85,43.97
Ae.albopictus,7.82,43.96
Ae.albopictus,11.09,43.94
Ae.albopictus,11.23,43.85
Ae.albopictus,12.63,43.69
Ae.albopictus,11.88,43.52
Ae.albopictus,13.2,43.48
Ae.albopictus,10.64,43.47
Ae.albopictus,10.54,43.28
Ae.albopictus,11.45,43.17
Ae.albopictus,13.29,43.15
Ae.albopictus,12.59,43.11
Ae.albopictus,13.55,42.99
Ae.albopictus,11.26,42.71
Ae.albopictus,13.75,42.66
Ae.albopictus,12.39,42.65
Ae.albopictus,11.98,42.49
Ae.albopictus,12.92,42.41
Ae.albopictus,14.01,42.31
Ae.albopictus,13.62,42.14
Ae.albopictus,14.43,42.1
Ae.albopictus,12.52,41.85
Ae.albopictus,14.77,41.72
Ae.albopictus,15.57,41.64
Ae.albopictus,13.51,41.63
Ae.albopictus,13.21,41.46
Ae.albopictus,14.15,41.2
Ae.albopictus,16.64,41.03
Ae.albopictus,8.96,40.8
Ae.albopictus,14.46,40.79
Ae.albopictus,17.7,40.64
Ae.albopictus,17.25,40.55
Ae.albopictus,15.87,40.52
Ae.albopictus,16.4,40.45
Ae.albopictus,15.13,40.42
Ae.albopictus,18.14,40.15
Ae.albopictus,9.22,40.13
Ae.albopictus,8.72,40.03
Ae.albopictus,16.39,39.6
Ae.albopictus,8.94,39.39
Ae.albopictus,16.91,39.19
Ae.albopictus,16.51,38.83
Ae.albopictus,16.13,38.63
Ae.albopictus,16.11,38.24
Ae.albopictus,14.92,38.05
Ae.albopictus,13.61,37.88
Ae.albopictus,14.44,37.59
Ae.albopictus,14.8,37.51
Ae.albopictus,15.05,37.03
Ae.albopictus,14.67,36.92
Ae.albopictus,8.43,45.75
Ae.albopictus,11.56,45.7
Ae.albopictus,13.15,45.69
Ae.albopictus,11.61,45.69
Ae.albopictus,11.43,45.69
Ae.albopictus,12.25,45.67
Ae.albopictus,10.32,45.52
Ae.albopictus,10.53,45.47
Ae.albopictus,10.48,45.45
Ae.albopictus,11.78,45.35
Ae.albopictus,11.87,45.35
Ae.albopictus,10.79,45.21
Ae.albopictus,10.8,45.16
Ae.albopictus,11.95,42.03
Ae.albopictus,12.68,42.02
Ae.albopictus,12.05,41.98
Ae.albopictus,12.89,41.94
Ae.albopictus,12.12,41.93
Ae.albopictus,12.49,41.92
Ae.albopictus,12.53,41.9
Ae.albopictus,12.35,41.78
Ae.albopictus,12.29,41.76
Ae.albopictus,12.67,41.72
Ae.albopictus,12.45,41.63
Ae.albopictus,12.54,41.61
Ae.albopictus,13.33,41.57
Ae.albopictus,12.58,41.5
Ae.albopictus,12.9,41.47
Ae.albopictus,13.67,41.46
Ae.albopictus,12.62,41.45
Ae.albopictus,36.4,34.39
Ae.albopictus,35.62,33.98
Ae.albopictus,35.38,33.53
Ae.albopictus,35.62,33.66
Ae.albopictus,35.54,33.79
Ae.albopictus,35.7,33.87
Ae.albopictus,35.57,33.88
Ae.albopictus,35.63,33.89
Ae.albopictus,35.5,33.89
Ae.albopictus,35.72,34.21
Ae.albopictus,14.45,35.9
Ae.albopictus,19.4,42.7
Ae.albopictus,4.79,52.32
Ae.albopictus,5.21,52.11
Ae.albopictus,4.27,51.99
Ae.albopictus,4.29,51.86
Ae.albopictus,5.56,51.68
Ae.albopictus,4.56,51.56
Ae.albopictus,5.87,51.19
Ae.albopictus,26.11,44.44
Ae.albopictus,39.17,45.12
Ae.albopictus,19.67,44.92
Ae.albopictus,21.29,48.68
Ae.albopictus,13.76,46.1
Ae.albopictus,14.6,46.06
Ae.albopictus,14.31,45.68
Ae.albopictus,2.52,42.07
Ae.albopictus,2.07,41.76
Ae.albopictus,-0.17,40.25
Ae.albopictus,2.91,39.61
Ae.albopictus,-0.78,39.45
Ae.albopictus,-0.43,38.37
Ae.albopictus,-1.52,38.06
Ae.albopictus,-2.08,41.47
Ae.albopictus,8.77,46.22
Ae.albopictus,26.65,40.89
Ae.albopictus,26.32,40.92
Ae.albopictus,26.53,41.3
Ae.albopictus,7.16134444,43.66066667
Ae.albopictus,7.21472083,43.66843
Ae.albopictus,7.13159,43.64094389
Ae.albopictus,-1.16831,37.9673
Ae.albopictus,2.701172,39.658025
Ae.albopictus,2.06667,41.4667
Ae.albopictus,9.486,40.9229
Ae.albopictus,14.3668,35.9603
Ae.albopictus,35.665,34.2501
Ae.albopictus,15.88764,45.75399
Ae.albopictus,9.1,39.26
Ae.albopictus,10.383,43.7
Ae.albopictus,11.233,43.766
Ae.albopictus,11.533,45.533
Ae.albopictus,12.266,45.466
Ae.albopictus,12.483,41.883
Ae.albopictus,13.233,46.066
Ae.albopictus,13.333,41.633
Ae.albopictus,14.266,40.85
Ae.albopictus,19.7,39.7
Ae.albopictus,20.2333,39.5167
Ae.albopictus,14.5442,35.8577
Ae.albopictus,11.85,45.316
Ae.albopictus,11.866,45.4
Ae.albopictus,35.86,35.5
Ae.albopictus,19.5,42.066
Ae.albopictus,19.7,41.633
Ae.albopictus,19.783,41.516
Ae.albopictus,19.9,41.016
Ae.albopictus,20.666,40.9
Ae.albopictus,9.3713,42.5068
Ae.albopictus,9.4065,42.017
Ae.albopictus,9.4127,42.687
Ae.albopictus,9.4391,42.493
Ae.albopictus,0.5056,40.7694
Ae.albopictus,9.4449,42.7023
Ae.albopictus,12.033,45.783
Ae.albopictus,12.483,45.783
Ae.albopictus,12.816,45.783
Ae.albopictus,11.85,42.05
Ae.albopictus,12.2,41.85
Ae.albopictus,12.25,41.78
Ae.albopictus,12.63,41.49
Ae.albopictus,12.65,41.766
Ae.albopictus,12.816,41.833
Ae.albopictus,11.116,46.066
Ae.albopictus,13.8959,45.8881
Ae.albopictus,13.747643,45.81922
Ae.albopictus,13.950121,45.603263
Ae.albopictus,15.233205,46.150783
Ae.albopictus,13.983179,46.12597
Ae.albopictus,13.839017,45.821022
Ae.albopictus,13.724866,46.179795
Ae.albopictus,15.300095,46.385711
Ae.albopictus,13.931674,45.501342
Ae.albopictus,15.598562,45.899905
Ae.albopictus,13.878358,45.551733
Ae.albopictus,13.965412,45.681869
Ae.albopictus,15.20462,45.573435
Ae.albopictus,13.659271,45.458703
Ae.albopictus,14.660039,45.948237
Ae.albopictus,14.035034,45.994368
Ae.albopictus,13.633798,46.078931
Ae.albopictus,13.586389,46.244473
Ae.albopictus,14.835388,46.054874
Ae.albopictus,15.162261,45.796742
Ae.albopictus,14.193256,45.681509
Ae.albopictus,14.147932,45.524042
Ae.albopictus,13.971571,45.468681
Ae.albopictus,14.06185,45.757876
Ae.albopictus,15.308401,46.00685
Ae.albopictus,13.873801,45.711524
Ae.albopictus,13.994002,45.664506
Ae.albopictus,14.306781,46.169869
Ae.albopictus,14.380165,46.018858
Ae.albopictus,13.659428,45.541098
Ae.albopictus,9.072983333,45.84495
Ae.albopictus,9.102316667,45.8177
Ae.albopictus,9.0506,45.81261667
Ae.albopictus,8.9301,45.79971667
Ae.albopictus,9.083516667,45.79503333
Ae.albopictus,8.972166667,45.79365
Ae.albopictus,9.00995,45.7942
Ae.albopictus,8.949116667,45.87881667
Ae.albopictus,8.9885,45.86846667
Ae.albopictus,9.027383333,45.85238333
Ae.albopictus,8.927416667,45.83793333
Ae.albopictus,9.01605,45.82818333
Ae.albopictus,7.66336,47.62469
Ae.albopictus,8.44227,48.99552
Ae.albopictus,7.822,47.988
Ae.albopictus,7.788,47.999
Ae.albopictus,7.853,48.017
Ae.albopictus,11.57,48.13
Ae.albopictus,11.8,48.2928
Ae.albopictus,8.68,50.11
Ae.albopictus,8.02,50
Ae.albopictus,10.997,49.452
Ae.albopictus,8.8747,49.2451
Ae.albopictus,8.636,49.546
Ae.albopictus,11.94,48.32
Ae.albopictus,7.52547,47.70669
Ae.albopictus,7.6075,47.62544
