,Longitude,Latitude
Ae. Albopictus,1.630495,41.209652
Ae. Albopictus,2.829351,42.363763
Ae. Albopictus,-0.76293,38.109683
Ae. Albopictus,1.910287,41.516488
Ae. Albopictus,-0.754899,38.13875
Ae. Albopictus,2.440008,41.604354
Ae. Albopictus,0.92534,41.159892
Ae. Albopictus,-0.664823,38.247114
Ae. Albopictus,1.863384,41.549868
Ae. Albopictus,1.104407,41.421066
Ae. Albopictus,2.090789,41.379072
Ae. Albopictus,1.618191,41.72977
Ae. Albopictus,2.272601,41.717161
Ae. Albopictus,2.972401,42.270537
Ae. Albopictus,1.255098,41.358441
Ae. Albopictus,2.642953,41.720302
Ae. Albopictus,2.439508,41.753737
Ae. Albopictus,1.712812,41.764915
Ae. Albopictus,1.644291,41.42199
Ae. Albopictus,2.265068,41.781366
Ae. Albopictus,2.812138,41.92793
Ae. Albopictus,2.313027,41.649057
Ae. Albopictus,-1.213919,37.732263
Ae. Albopictus,2.114572,41.694222
Ae. Albopictus,-0.215573,38.984251
Ae. Albopictus,2.282034,41.690065
Ae. Albopictus,-1.831455,37.187485
Ae. Albopictus,1.859375,41.434963
Ae. Albopictus,1.424301,41.363007
Ae. Albopictus,2.835756,41.984626
Ae. Albopictus,-0.426997,39.535905
Ae. Albopictus,2.279258,41.593398
Ae. Albopictus,2.504665,41.73734
Ae. Albopictus,-3.391718,36.737956
Ae. Albopictus,-0.668998,38.080995
Ae. Albopictus,-1.5901,37.467957
Ae. Albopictus,2.111956,41.357916
Ae. Albopictus,1.79558,41.542554
Ae. Albopictus,2.772519,41.928256
Ae. Albopictus,1.614704,41.585939
Ae. Albopictus,-1.784523,43.318746
Ae. Albopictus,-0.851581,38.04782
Ae. Albopictus,2.903792,42.439669
Ae. Albopictus,1.539074,41.469306
Ae. Albopictus,2.203436,41.51415
Ae. Albopictus,2.908396,41.815109
Ae. Albopictus,2.869311,41.922563
Ae. Albopictus,1.492861,41.242038
Ae. Albopictus,2.408202,41.635556
Ae. Albopictus,1.825908,41.720607
Ae. Albopictus,0.231457,40.295709
Ae. Albopictus,1.802957,41.629083
Ae. Albopictus,1.917978,41.478965
Ae. Albopictus,1.220329,41.237983
Ae. Albopictus,1.430351,41.263285
Ae. Albopictus,1.807198,41.500093
Ae. Albopictus,2.649273,41.775215
Ae. Albopictus,0.520489,40.573524
Ae. Albopictus,2.012484,41.628692
Ae. Albopictus,2.446935,41.554326
Ae. Albopictus,-1.352241,37.620912
Ae. Albopictus,1.632489,41.481009
Ae. Albopictus,2.632053,42.122043
Ae. Albopictus,-1.199301,38.122899
Ae. Albopictus,2.034529,41.420559
Ae. Albopictus,2.020884,41.757484
Ae. Albopictus,-1.231953,37.971816
Ae. Albopictus,1.842387,41.609372
Ae. Albopictus,1.154794,41.361297
Ae. Albopictus,1.00173,41.117758
Ae. Albopictus,-0.771912,38.029249
Ae. Albopictus,1.386557,41.259761
Ae. Albopictus,1.487258,41.331611
Ae. Albopictus,2.265851,41.544825
Ae. Albopictus,-0.216002,40.065823
Ae. Albopictus,0.956211,41.056513
Ae. Albopictus,-1.107195,37.921525
Ae. Albopictus,1.910694,41.754706
Ae. Albopictus,1.771539,41.888489
Ae. Albopictus,1.379476,41.185701
Ae. Albopictus,-0.15919,39.852769
Ae. Albopictus,1.290134,41.252572
Ae. Albopictus,1.852628,41.353374
Ae. Albopictus,1.167495,41.265545
Ae. Albopictus,1.901881,41.553745
Ae. Albopictus,-0.104127,38.896828
Ae. Albopictus,1.812057,41.299326
Ae. Albopictus,2.494295,42.176887
Ae. Albopictus,1.724763,41.319165
Ae. Albopictus,0.01506,38.827039
Ae. Albopictus,-0.909479,38.067294
Ae. Albopictus,1.578017,41.524171
Ae. Albopictus,1.666459,41.360233
Ae. Albopictus,-0.865745,37.743326
Ae. Albopictus,2.175358,41.580488
Ae. Albopictus,1.260207,41.168188
Ae. Albopictus,0.6114,40.748401
Ae. Albopictus,2.012174,41.442094
Ae. Albopictus,0.355269,40.3567
Ae. Albopictus,-0.436192,39.433964
Ae. Albopictus,1.750368,41.511077
Ae. Albopictus,-0.829353,37.899746
Ae. Albopictus,1.311559,41.34687
Ae. Albopictus,1.721549,41.414842
Ae. Albopictus,1.050445,41.208298
Ae. Albopictus,1.681528,41.558253
Ae. Albopictus,-0.31048,39.572901
Ae. Albopictus,1.213074,41.182723
Ae. Albopictus,-0.001368,40.103522
Ae. Albopictus,-3.301236,36.776992
Ae. Albopictus,1.907593,41.704109
Ae. Albopictus,1.512483,41.412941
Ae. Albopictus,2.730469,42.122
Ae. Albopictus,2.096188,41.310251
Ae. Albopictus,0.881593,41.054326
Ae. Albopictus,1.300128,41.279423
Ae. Albopictus,-1.7283,37.399859
Ae. Albopictus,2.887379,41.953068
Ae. Albopictus,1.713074,41.720971
Ae. Albopictus,0.961466,41.205087
Ae. Albopictus,-0.203397,38.947808
Ae. Albopictus,1.919024,41.643482
Ae. Albopictus,1.315997,41.217917
Ae. Albopictus,1.120668,41.148675
Ae. Albopictus,1.171782,41.306785
Ae. Albopictus,2.521201,41.761388
Ae. Albopictus,1.356161,41.163691
Ae. Albopictus,2.672201,41.821761
Ae. Albopictus,0.958396,41.135556
Ae. Albopictus,0.964906,41.173587
Ae. Albopictus,2.796387,41.893245
Ae. Albopictus,1.058328,41.136159
Ae. Albopictus,2.335107,41.596143
Ae. Albopictus,1.461516,41.186331
Ae. Albopictus,-0.71891,38.073983
Ae. Albopictus,0.402021,40.788009
Ae. Albopictus,-0.786812,38.064021
Ae. Albopictus,2.351595,41.555058
Ae. Albopictus,2.015037,41.501473
Ae. Albopictus,1.581487,41.652907
Ae. Albopictus,2.102014,41.555264
Ae. Albopictus,-0.278932,39.690616
Ae. Albopictus,1.906509,41.832259
Ae. Albopictus,1.373814,41.234181
Ae. Albopictus,2.784848,41.973522
Ae. Albopictus,-0.693072,38.125624
Ae. Albopictus,-1.387477,37.82264
Ae. Albopictus,-0.846429,37.817719
Ae. Albopictus,-0.789176,37.833272
Ae. Albopictus,2.221575,41.424232
Ae. Albopictus,2.48427,41.57753
Ae. Albopictus,2.82382,41.869513
Ae. Albopictus,2.395408,41.660799
Ae. Albopictus,2.042396,41.334427
Ae. Albopictus,0.627124,40.604468
Ae. Albopictus,2.540498,41.688922
Ae. Albopictus,2.42166,41.713996
Ae. Albopictus,2.587193,41.781261
Ae. Albopictus,2.161611,41.698683
Ae. Albopictus,1.872404,41.755768
Ae. Albopictus,2.748171,42.001186
Ae. Albopictus,2.56819,41.639309
Ae. Albopictus,1.556893,41.308879
Ae. Albopictus,-0.428943,38.404505
Ae. Albopictus,2.938632,42.045987
Ae. Albopictus,-0.126604,40.068543
Ae. Albopictus,-0.537706,38.382484
Ae. Albopictus,1.797672,41.763365
Ae. Albopictus,2.848718,42.04545
Ae. Albopictus,2.650633,41.975733
Ae. Albopictus,1.835337,41.47079
Ae. Albopictus,2.05438,41.682955
Ae. Albopictus,1.501541,41.552348
Ae. Albopictus,1.620295,41.374426
Ae. Albopictus,2.928117,42.005529
Ae. Albopictus,-0.067904,39.951205
Ae. Albopictus,2.386615,41.711416
Ae. Albopictus,1.665842,41.452699
Ae. Albopictus,2.070332,41.525116
Ae. Albopictus,2.185153,41.726157
Ae. Albopictus,1.787643,41.438677
Ae. Albopictus,1.100792,41.199617
Ae. Albopictus,2.625782,41.868549
Ae. Albopictus,2.206082,41.457739
Ae. Albopictus,2.222151,41.646936
Ae. Albopictus,1.720576,41.38871
Ae. Albopictus,1.576918,41.560624
Ae. Albopictus,1.664464,41.311512
Ae. Albopictus,2.261678,41.517922
Ae. Albopictus,2.453966,41.684215
Ae. Albopictus,2.049241,41.869412
Ae. Albopictus,1.53906,41.249073
Ae. Albopictus,2.176686,41.533113
Ae. Albopictus,-0.577622,38.203374
Ae. Albopictus,1.836237,41.783628
Ae. Albopictus,2.812674,42.013378
Ae. Albopictus,1.276202,41.209337
Ae. Albopictus,-0.04742,38.62535
Ae. Albopictus,1.134818,41.211452
Ae. Albopictus,2.130899,41.613189
Ae. Albopictus,2.739644,41.827787
Ae. Albopictus,1.860165,41.255969
Ae. Albopictus,1.76413,41.834834
Ae. Albopictus,1.80454,41.39818
Ae. Albopictus,-0.308359,39.240244
Ae. Albopictus,2.301476,41.756063
Ae. Albopictus,1.952387,41.731877
Ae. Albopictus,1.261235,41.131386
Ae. Albopictus,-0.450791,39.136928
Ae. Albopictus,-0.254431,39.080421
Ae. Albopictus,2.268576,41.485926
Ae. Albopictus,0.733871,41.018565
Ae. Albopictus,2.686408,41.692909
Ae. Albopictus,1.659253,41.523634
Ae. Albopictus,0.201749,40.209733
Ae. Albopictus,1.4084,41.151263
Ae. Albopictus,2.602383,42.010843
Ae. Albopictus,1.723312,41.440692
Ae. Albopictus,1.570391,41.409356
Ae. Albopictus,-0.966834,37.777407
Ae. Albopictus,-1.268218,38.021003
Ae. Albopictus,-0.704949,38.000422
Ae. Albopictus,0.53285,40.819854
Ae. Albopictus,0.775659,40.907536
Ae. Albopictus,1.917913,41.603946
Ae. Albopictus,-0.359261,39.419893
Ae. Albopictus,-0.029363,40.182098
Ae. Albopictus,1.708985,41.527751
Ae. Albopictus,2.497101,41.64664
Ae. Albopictus,1.252585,41.246074
Ae. Albopictus,2.299269,41.526847
Ae. Albopictus,1.239337,41.301639
Ae. Albopictus,2.256311,41.663455
Ae. Albopictus,2.23677,41.922397
Ae. Albopictus,2.812359,41.77442
Ae. Albopictus,1.329297,41.245389
Ae. Albopictus,2.032205,41.302977
Ae. Albopictus,1.951805,41.557792
Ae. Albopictus,-0.070865,40.121798
Ae. Albopictus,0.690789,40.812248
Ae. Albopictus,2.945517,42.249555
Ae. Albopictus,1.701032,41.347512
Ae. Albopictus,2.463285,41.640353
Ae. Albopictus,1.196087,41.211702
Ae. Albopictus,2.972981,42.221937
Ae. Albopictus,0.090411,40.239501
Ae. Albopictus,1.63471,41.561559
Ae. Albopictus,2.306989,41.554953
Ae. Albopictus,0.930501,41.105681
Ae. Albopictus,1.705166,41.237033
Ae. Albopictus,0.638808,40.676138
Ae. Albopictus,1.035654,41.249614
Ae. Albopictus,-0.128859,39.933182
Ae. Albopictus,1.368458,41.308391
Ae. Albopictus,1.144414,41.101681
Ae. Albopictus,2.348173,41.524093
Ae. Albopictus,2.384367,41.505455
Ae. Albopictus,1.164522,41.334346
Ae. Albopictus,-0.251684,38.521072
Ae. Albopictus,1.66627,41.385715
Ae. Albopictus,2.73952,41.891644
Ae. Albopictus,1.04652,41.375473
Ae. Albopictus,0.435262,40.510401
Ae. Albopictus,2.638175,41.944121
Ae. Albopictus,1.607024,41.273169
Ae. Albopictus,2.529958,41.610263
Ae. Albopictus,1.956981,41.796114
Ae. Albopictus,1.97697,41.86028
Ae. Albopictus,1.783357,41.35225
Ae. Albopictus,1.865776,41.866273
Ae. Albopictus,1.559831,41.270712
Ae. Albopictus,2.771407,42.122071
Ae. Albopictus,2.151086,41.399271
Ae. Albopictus,1.901535,41.3186
Ae. Albopictus,1.567916,41.234294
Ae. Albopictus,-0.831873,38.073647
Ae. Albopictus,0.402716,40.443613
Ae. Albopictus,0.041559,40.056556
Ae. Albopictus,-0.128995,38.554915
Ae. Albopictus,-0.992249,38.026786
Ae. Albopictus,0.057528,40.207837
Ae. Albopictus,1.847919,42.100634
Ae. Albopictus,2.699041,42.201618
Ae. Albopictus,2.717004,41.953081
Ae. Albopictus,2.20536,41.681859
Ae. Albopictus,1.481568,41.280525
Ae. Albopictus,1.436366,41.224977
Ae. Albopictus,1.017627,41.178157
Ae. Albopictus,-0.074567,39.889779
Ae. Albopictus,-0.070151,40.050544
Ae. Albopictus,1.004268,41.146357
Ae. Albopictus,2.556655,41.753395
Ae. Albopictus,1.341873,41.277165
Ae. Albopictus,1.763871,41.609997
Ae. Albopictus,2.672359,41.912174
Ae. Albopictus,0.093777,40.144253
Ae. Albopictus,1.300474,41.395413
Ae. Albopictus,1.710771,41.488847
Ae. Albopictus,1.589922,41.208823
Ae. Albopictus,1.970394,41.772607
Ae. Albopictus,-1.759894,43.343657
Ae. Albopictus,-4.587416,36.642267
Ae. Albopictus,-4.55214,36.660033
Ae. Albopictus,19.77,42.25
Ae. Albopictus,20.38,42.19
Ae. Albopictus,19.86,41.79
Ae. Albopictus,20.19,41.61
Ae. Albopictus,19.53,41.42
Ae. Albopictus,19.84,41.25
Ae. Albopictus,20.14,41.05
Ae. Albopictus,19.6,40.74
Ae. Albopictus,20.09,40.61
Ae. Albopictus,20.18,40.16
Ae. Albopictus,19.79,40.15
Ae. Albopictus,19.52,42.07
Ae. Albopictus,19.8,41.52
Ae. Albopictus,19.83,41.33
Ae. Albopictus,19.79,41
Ae. Albopictus,20.68,40.9
Ae. Albopictus,16.26,47.14
Ae. Albopictus,4.12,51.21
Ae. Albopictus,16.99,44.67
Ae. Albopictus,27.31,42.45
Ae. Albopictus,16.01,45.79
Ae. Albopictus,13.86,45.14
Ae. Albopictus,15.4,44.18
Ae. Albopictus,15.87,43.85
Ae. Albopictus,18.03,42.72
Ae. Albopictus,15.9,45.79
Ae. Albopictus,16.59,49.12
Ae. Albopictus,-0.36,49.09
Ae. Albopictus,2.1,49.08
Ae. Albopictus,2.98,48.62
Ae. Albopictus,0.06,48.58
Ae. Albopictus,5.73,46.78
Ae. Albopictus,4.54,46.66
Ae. Albopictus,0.55,46.61
Ae. Albopictus,5.45,46.06
Ae. Albopictus,6.43,46.05
Ae. Albopictus,4.7,45.88
Ae. Albopictus,6.4,45.5
Ae. Albopictus,5.55,45.29
Ae. Albopictus,-0.47,44.88
Ae. Albopictus,4.37,44.82
Ae. Albopictus,5.24,44.73
Ae. Albopictus,0.47,44.37
Ae. Albopictus,2.65,44.32
Ae. Albopictus,6.23,44.16
Ae. Albopictus,5.2,44.05
Ae. Albopictus,4.05,43.96
Ae. Albopictus,7.18,43.92
Ae. Albopictus,3.37,43.59
Ae. Albopictus,5.02,43.54
Ae. Albopictus,6.29,43.4
Ae. Albopictus,1.24,43.3
Ae. Albopictus,-0.88,43.19
Ae. Albopictus,2.47,43.05
Ae. Albopictus,2.45,42.62
Ae. Albopictus,9.07,42.42
Ae. Albopictus,8.97,41.86
Ae. Albopictus,-0.68,48.8
Ae. Albopictus,0.48,46.76
Ae. Albopictus,5.19,45.91
Ae. Albopictus,4.83,45.74
Ae. Albopictus,6.44,45.48
Ae. Albopictus,11.97,47.87
Ae. Albopictus,7.77,47.71
Ae. Albopictus,24.2,41.27
Ae. Albopictus,23.49,41.08
Ae. Albopictus,22.75,41.07
Ae. Albopictus,22.17,40.9
Ae. Albopictus,23.13,40.68
Ae. Albopictus,23.7,40.27
Ae. Albopictus,22.39,40.25
Ae. Albopictus,20.35,39.54
Ae. Albopictus,21.37,38.74
Ae. Albopictus,21.87,38.06
Ae. Albopictus,23.6,38
Ae. Albopictus,22.7,37.92
Ae. Albopictus,21.55,37.74
Ae. Albopictus,22.39,37.43
Ae. Albopictus,21.97,37.09
Ae. Albopictus,11.78,45.08
Ae. Albopictus,11.88,45.07
Ae. Albopictus,11.08,44.5
Ae. Albopictus,11.27,44.48
Ae. Albopictus,11.42,44.47
Ae. Albopictus,8.93,44.42
Ae. Albopictus,12.21,44.42
Ae. Albopictus,8.97,44.4
Ae. Albopictus,9.03,44.39
Ae. Albopictus,9.16,44.35
Ae. Albopictus,12.26,44.26
Ae. Albopictus,12.4,44.09
Ae. Albopictus,11.24,43.78
Ae. Albopictus,10.8,43.74
Ae. Albopictus,11.12,43.68
Ae. Albopictus,11.79,42.09
Ae. Albopictus,9.94,46.32
Ae. Albopictus,12.21,46.28
Ae. Albopictus,13.11,46.15
Ae. Albopictus,8.3,46.12
Ae. Albopictus,12.66,46.1
Ae. Albopictus,11.21,46.1
Ae. Albopictus,9.17,45.94
Ae. Albopictus,9.39,45.9
Ae. Albopictus,13.45,45.86
Ae. Albopictus,12.21,45.81
Ae. Albopictus,10.34,45.78
Ae. Albopictus,9.85,45.76
Ae. Albopictus,13.75,45.69
Ae. Albopictus,11.49,45.63
Ae. Albopictus,12.54,45.58
Ae. Albopictus,8.58,45.58
Ae. Albopictus,8.11,45.57
Ae. Albopictus,8.35,45.55
Ae. Albopictus,9.13,45.45
Ae. Albopictus,11.06,45.44
Ae. Albopictus,9.61,45.26
Ae. Albopictus,10.02,45.22
Ae. Albopictus,10.87,45.17
Ae. Albopictus,7.39,45.16
Ae. Albopictus,9.02,45.04
Ae. Albopictus,11.86,44.98
Ae. Albopictus,9.64,44.85
Ae. Albopictus,8.66,44.84
Ae. Albopictus,8.2,44.83
Ae. Albopictus,7.56,44.46
Ae. Albopictus,9.07,44.45
Ae. Albopictus,11.32,44.43
Ae. Albopictus,11.95,44.36
Ae. Albopictus,8.32,44.23
Ae. Albopictus,9.77,44.23
Ae. Albopictus,9.97,44.22
Ae. Albopictus,12.05,44.04
Ae. Albopictus,10.44,44.02
Ae. Albopictus,12.54,43.99
Ae. Albopictus,10.85,43.97
Ae. Albopictus,7.82,43.96
Ae. Albopictus,11.09,43.94
Ae. Albopictus,11.23,43.85
Ae. Albopictus,11.88,43.52
Ae. Albopictus,13.2,43.48
Ae. Albopictus,10.64,43.47
Ae. Albopictus,10.54,43.28
Ae. Albopictus,11.45,43.17
Ae. Albopictus,13.29,43.15
Ae. Albopictus,12.59,43.11
Ae. Albopictus,13.55,42.99
Ae. Albopictus,11.26,42.71
Ae. Albopictus,13.75,42.66
Ae. Albopictus,12.39,42.65
Ae. Albopictus,11.98,42.49
Ae. Albopictus,12.92,42.41
Ae. Albopictus,14.01,42.31
Ae. Albopictus,13.62,42.14
Ae. Albopictus,14.43,42.1
Ae. Albopictus,12.52,41.85
Ae. Albopictus,14.77,41.72
Ae. Albopictus,15.57,41.64
Ae. Albopictus,13.51,41.63
Ae. Albopictus,13.21,41.46
Ae. Albopictus,14.15,41.2
Ae. Albopictus,16.64,41.03
Ae. Albopictus,8.96,40.8
Ae. Albopictus,14.46,40.79
Ae. Albopictus,17.7,40.64
Ae. Albopictus,17.25,40.55
Ae. Albopictus,15.87,40.52
Ae. Albopictus,16.4,40.45
Ae. Albopictus,15.13,40.42
Ae. Albopictus,18.14,40.15
Ae. Albopictus,9.22,40.13
Ae. Albopictus,8.72,40.03
Ae. Albopictus,16.39,39.6
Ae. Albopictus,8.94,39.39
Ae. Albopictus,16.91,39.19
Ae. Albopictus,16.51,38.83
Ae. Albopictus,16.13,38.63
Ae. Albopictus,16.11,38.24
Ae. Albopictus,14.92,38.05
Ae. Albopictus,13.61,37.88
Ae. Albopictus,14.44,37.59
Ae. Albopictus,14.8,37.51
Ae. Albopictus,15.05,37.03
Ae. Albopictus,14.67,36.92
Ae. Albopictus,13.24,46.07
Ae. Albopictus,12.05,45.78
Ae. Albopictus,12.83,45.78
Ae. Albopictus,8.43,45.75
Ae. Albopictus,11.56,45.7
Ae. Albopictus,11.61,45.69
Ae. Albopictus,11.43,45.69
Ae. Albopictus,10.32,45.52
Ae. Albopictus,10.48,45.45
Ae. Albopictus,12.33,45.43
Ae. Albopictus,11.88,45.41
Ae. Albopictus,11.87,45.32
Ae. Albopictus,10.79,45.21
Ae. Albopictus,11.84,42.03
Ae. Albopictus,12.89,41.94
Ae. Albopictus,12.12,41.93
Ae. Albopictus,12.49,41.92
Ae. Albopictus,12.2,41.85
Ae. Albopictus,12.35,41.78
Ae. Albopictus,12.29,41.76
Ae. Albopictus,13.35,41.64
Ae. Albopictus,12.45,41.63
Ae. Albopictus,12.54,41.61
Ae. Albopictus,12.58,41.5
Ae. Albopictus,13.67,41.46
Ae. Albopictus,12.62,41.45
Ae. Albopictus,14.28,40.85
Ae. Albopictus,19.4,42.7
Ae. Albopictus,4.79,52.32
Ae. Albopictus,5.21,52.11
Ae. Albopictus,4.27,51.99
Ae. Albopictus,4.29,51.86
Ae. Albopictus,5.56,51.68
Ae. Albopictus,4.56,51.56
Ae. Albopictus,5.87,51.19
Ae. Albopictus,26.11,44.44
Ae. Albopictus,19.67,44.92
Ae. Albopictus,21.29,48.68
Ae. Albopictus,13.76,46.1
Ae. Albopictus,14.6,46.06
Ae. Albopictus,14.31,45.68
Ae. Albopictus,2.52,42.07
Ae. Albopictus,2.07,41.76
Ae. Albopictus,-0.17,40.25
Ae. Albopictus,-0.78,39.45
Ae. Albopictus,-0.43,38.37
Ae. Albopictus,-1.52,38.06
Ae. Albopictus,-2.08,41.47
Ae. Albopictus,8.77,46.22
Ae. Albopictus,7.13159,43.64094389
Ae. Albopictus,7.19998972,43.67124806
Ae. Albopictus,7.15502389,43.68328889
Ae. Albopictus,-1.16831,37.9673
Ae. Albopictus,2.06667,41.4667
Ae. Albopictus,15.88764,45.75399
Ae. Albopictus,7.666,45.066
Ae. Albopictus,9.1,39.26
Ae. Albopictus,10.383,43.7
Ae. Albopictus,11.533,45.533
Ae. Albopictus,12.233,45.666
Ae. Albopictus,12.266,45.466
Ae. Albopictus,12.483,41.883
Ae. Albopictus,20.2333,39.5167
Ae. Albopictus,11.766,45.35
Ae. Albopictus,11.85,45.35
Ae. Albopictus,19.46,41.333
Ae. Albopictus,19.7,41.633
Ae. Albopictus,19.716,41.683
Ae. Albopictus,19.9,41.016
Ae. Albopictus,20.766,40.616
Ae. Albopictus,9.3713,42.5068
Ae. Albopictus,9.4065,42.017
Ae. Albopictus,9.4127,42.687
Ae. Albopictus,9.4391,42.493
Ae. Albopictus,0.5056,40.7694
Ae. Albopictus,9.4449,42.7023
Ae. Albopictus,11.95,42.033
Ae. Albopictus,12.083,41.983
Ae. Albopictus,12.25,41.78
Ae. Albopictus,12.63,41.49
Ae. Albopictus,12.65,41.716
Ae. Albopictus,12.65,41.766
Ae. Albopictus,12.666,42.016
Ae. Albopictus,12.816,41.833
Ae. Albopictus,13.316,41.566
Ae. Albopictus,10.6,43.7
Ae. Albopictus,11.116,46.066
Ae. Albopictus,13.8959,45.8881
Ae. Albopictus,13.643167,45.84524
Ae. Albopictus,15.233205,46.150783
Ae. Albopictus,15.17299,45.81309
Ae. Albopictus,14.312362,46.168605
Ae. Albopictus,13.983179,46.12597
Ae. Albopictus,13.724866,46.179795
Ae. Albopictus,15.300095,46.385711
Ae. Albopictus,13.931674,45.501342
Ae. Albopictus,14.289815,45.959644
Ae. Albopictus,15.598562,45.899905
Ae. Albopictus,13.878358,45.551733
Ae. Albopictus,15.20462,45.573435
Ae. Albopictus,14.660039,45.948237
Ae. Albopictus,13.586389,46.244473
Ae. Albopictus,14.835388,46.054874
Ae. Albopictus,14.532783,46.071441
Ae. Albopictus,14.193256,45.681509
Ae. Albopictus,14.147932,45.524042
Ae. Albopictus,13.971571,45.468681
Ae. Albopictus,14.06185,45.757876
Ae. Albopictus,15.308401,46.00685
Ae. Albopictus,13.994002,45.664506
Ae. Albopictus,13.966725,45.682691
Ae. Albopictus,13.841261,45.822027
Ae. Albopictus,14.380165,46.018858
Ae. Albopictus,14.036077,45.996604
Ae. Albopictus,13.636623,46.087818
Ae. Albopictus,9.074133333,45.83808333
Ae. Albopictus,9.102316667,45.8177
Ae. Albopictus,9.05135,45.81161667
Ae. Albopictus,8.9301,45.79971667
Ae. Albopictus,8.972833333,45.7941
Ae. Albopictus,9.00995,45.7942
Ae. Albopictus,8.936333333,45.8763
Ae. Albopictus,8.9885,45.86846667
Ae. Albopictus,9.030783333,45.85708333
Ae. Albopictus,8.978266667,45.83725
Ae. Albopictus,8.927033333,45.83378333
Ae. Albopictus,9.017183333,45.82776667
Ae. Albopictus,7.65464,47.61429
Ae. Albopictus,8.44227,48.99552
Ae. Albopictus,7.826,47.999
Ae. Albopictus,7.787,47.999
Ae. Albopictus,7.85,48.02
Ae. Albopictus,11.57,48.13
Ae. Albopictus,11.8,48.2928
Ae. Albopictus,8.68,50.11
Ae. Albopictus,8.02,50
Ae. Albopictus,10.997,49.452
Ae. Albopictus,8.8747,49.2451
Ae. Albopictus,8.636,49.546
Ae. Albopictus,11.94,48.32
Ae. Albopictus,7.52547,47.70669
Ae. Albopictus,7.6075,47.62544
